winner_id,tourney_id,match_won
201514,2017-540,2
104534,2017-540,2
201590,2017-540,2
103908,2017-540,2
245111,2017-540,2
201610,2017-540,2
202489,2017-540,2
111575,2017-540,2
105441,2017-540,2
202684,2017-540,2
201397,2017-540,2
106167,2017-540,2
105589,2017-540,2
104672,2017-540,2
106261,2017-540,2
211337,2017-540,2
206404,2017-540,2
105147,2017-540,2
104216,2017-540,1
201540,2017-540,1
105583,2017-540,1
201619,2017-540,1
104251,2017-540,1
110748,2017-540,1
202492,2017-540,1
105216,2017-540,1
202503,2017-540,1
105181,2017-540,1
202536,2017-540,1
106075,2017-540,1
111460,2017-540,1
201466,2017-540,1
104505,2017-540,1
201545,2017-540,1
201505,2017-540,1
105815,2017-540,1
106361,2017-540,1
104945,2017-540,1
103893,2017-540,1
202482,2017-540,1
105385,2017-540,1
201666,2017-540,1
111200,2017-540,1
201318,2017-540,1
106298,2017-540,1
104327,2017-540,1
105430,2017-540,1
104571,2017-540,1
104252,2017-540,1
202490,2017-540,1
200282,2017-540,1
203504,2017-540,1
106210,2017-540,1
202596,2017-540,1
211148,2017-540,1
211222,2017-540,1
105731,2017-540,1
213583,2017-540,1
202639,2017-540,1
106288,2017-540,1
210303,2017-540,1
203530,2017-540,1
213631,2017-540,1
104629,2017-540,1
206252,2017-540,1
105062,2017-540,1
106000,2017-540,1
206242,2017-540,1
201425,2017-540,1
105223,2017-540,1
201478,2017-540,1
104468,2017-540,1
201485,2017-540,1
105821,2017-540,1
201593,2017-540,1
203591,2017-540,1
211685,2017-540,1
105992,2017-540,1
103794,2017-540,1
201672,2017-540,1
105063,2017-540,1
201520,2017-540,1
105932,2017-540,1
201518,2017-540,1
106329,2017-540,1
201450,2017-540,1
105870,2017-540,1
201547,2017-540,1
106425,2017-540,1
105732,2017-540,1
211878,2017-540,1
202499,2017-540,1
201212,2017-540,1
106281,2017-540,1
106378,2017-540,1
104022,2017-540,1
201568,2017-540,1
105292,2017-540,1
202653,2017-540,1
105614,2017-540,1
105933,2017-540,1
201465,2017-540,1
203500,2017-540,1
104873,2017-540,1
202467,2017-540,1
201521,2017-540,1
214082,2017-540,1
203572,2017-540,1
201662,2017-540,1
206108,2017-540,1
104545,2017-540,1
111578,2017-540,1
201455,2017-540,1
203462,2017-540,1
126207,2017-540,1
104813,2017-540,1
104424,2017-540,1
203567,2017-540,1
201697,2017-540,1
106058,2017-540,1
201366,2017-540,1
111456,2017-540,1
104312,2017-540,1
106216,2017-540,1
104460,2017-540,1
123921,2017-540,1
105065,2017-540,1
201539,2017-540,1
106421,2017-540,1
104330,2017-540,1
201466,2017-560,7
201585,2017-560,7
104745,2017-560,7
201619,2017-560,6
133430,2017-560,6
104731,2017-560,6
200748,2017-560,5
105223,2017-560,5
201535,2017-560,5
105430,2017-560,5
105062,2017-560,5
105807,2017-560,5
103917,2017-560,5
106043,2017-560,4
104629,2017-560,4
105023,2017-560,4
202484,2017-560,4
203462,2017-560,4
104919,2017-560,4
201662,2017-560,4
126094,2017-560,4
201545,2017-560,4
203500,2017-560,4
201520,2017-560,4
111815,2017-560,4
103819,2017-560,4
105649,2017-560,4
105882,2017-560,4
104259,2017-560,3
106324,2017-560,3
202469,2017-560,3
202596,2017-560,3
106233,2017-560,3
206108,2017-560,3
201504,2017-560,3
105441,2017-560,3
201521,2017-560,3
105676,2017-560,3
202494,2017-560,3
104999,2017-560,3
203398,2017-560,3
206124,2017-560,3
214149,2017-560,3
104672,2017-560,3
201425,2017-560,3
105985,2017-560,3
109739,2017-560,3
105065,2017-560,3
105238,2017-560,3
204246,2017-560,3
111574,2017-560,3
202490,2017-560,3
203567,2017-560,3
106298,2017-560,3
105960,2017-560,3
205723,2017-560,3
103893,2017-560,3
214082,2017-560,3
215020,2017-560,3
201345,2017-560,3
214906,2017-560,3
214863,2017-560,3
213530,2017-560,3
201597,2017-560,2
105341,2017-560,2
105292,2017-560,2
105819,2017-560,2
103852,2017-560,2
104424,2017-560,2
126774,2017-560,2
117361,2017-560,2
105227,2017-560,2
202497,2017-560,2
106378,2017-560,2
104433,2017-560,2
106432,2017-560,2
205606,2017-560,2
104660,2017-560,2
106283,2017-560,2
201505,2017-560,2
105166,2017-560,2
105596,2017-560,2
201648,2017-560,2
202499,2017-560,2
201531,2017-560,2
211333,2017-560,2
104545,2017-560,2
201512,2017-560,2
211095,2017-560,2
213544,2017-560,2
201614,2017-560,2
201455,2017-560,2
202458,2017-560,2
245114,2017-560,2
201444,2017-560,2
211222,2017-560,2
202600,2017-560,2
201603,2017-560,2
201474,2017-560,2
211768,2017-560,2
105138,2017-560,2
105041,2017-560,2
211796,2017-560,2
111581,2017-560,2
211533,2017-560,2
211107,2017-560,2
105376,2017-560,2
206289,2017-560,2
213550,2017-560,2
106167,2017-560,2
201533,2017-560,2
104620,2017-560,2
203578,2017-560,2
104678,2017-560,2
106000,2017-560,2
203504,2017-560,2
105357,2017-560,2
204294,2017-560,2
104792,2017-560,2
105173,2017-560,2
201517,2017-560,2
203552,2017-560,1
215018,2017-560,1
202479,2017-560,1
105952,2017-560,1
200000,2017-560,1
200067,2017-560,1
214541,2017-560,1
204430,2017-560,1
105550,2017-560,1
105163,2017-560,1
105821,2017-560,1
105572,2017-560,1
106121,2017-560,1
117356,2017-560,1
203575,2017-560,1
105777,2017-560,1
105487,2017-560,1
211148,2017-560,1
201555,2017-560,1
202460,2017-560,1
105216,2017-560,1
201516,2017-560,1
201701,2017-560,1
200002,2017-560,1
201611,2017-560,1
105614,2017-560,1
214304,2017-560,1
103565,2017-560,1
211843,2017-560,1
105590,2017-560,1
104534,2017-560,1
201485,2017-560,1
105671,2017-560,1
202482,2017-560,1
201329,2017-560,1
111442,2017-560,1
105332,2017-560,1
211878,2017-560,1
211702,2017-560,1
206420,2017-560,1
201495,2017-560,1
104252,2017-560,1
105870,2017-560,1
205925,2017-560,1
201697,2017-560,1
104735,2017-560,1
105449,2017-560,1
206374,2017-560,1
201443,2017-560,1
105147,2017-560,1
134770,2017-560,1
201693,2017-560,1
106368,2017-560,1
106426,2017-560,1
104180,2017-560,1
203533,2017-560,1
202504,2017-560,1
213583,2017-560,1
105077,2017-560,1
126203,2017-560,1
111202,2017-560,1
105871,2017-560,1
201612,2017-560,1
124187,2017-560,1
201320,2017-560,1
201613,2017-560,1
206219,2017-560,1
201518,2017-560,1
104460,2017-560,1
106216,2017-560,1
201527,2017-560,1
201548,2017-560,1
111456,2017-560,1
201397,2017-560,1
106078,2017-560,1
211635,2017-560,1
104291,2017-560,1
201539,2017-560,1
105539,2017-560,1
202614,2017-560,1
202653,2017-560,1
111577,2017-560,1
105936,2017-560,1
201427,2017-560,1
201529,2017-560,1
203553,2017-560,1
105641,2017-560,1
106328,2017-560,1
201556,2017-560,1
104229,2017-560,1
117353,2017-560,1
201666,2017-560,1
202662,2017-560,1
100644,2017-560,1
104542,2017-560,1
106031,2017-560,1
104269,2017-560,1
201435,2017-560,1
201465,2017-560,1
201366,2017-560,1
105806,2017-560,1
104386,2017-560,1
105208,2017-560,1
210705,2017-560,1
202536,2017-560,1
111797,2017-560,1
126610,2017-560,1
104022,2017-560,1
105477,2017-560,1
106261,2017-560,1
201709,2017-560,1
105053,2017-560,1
202684,2017-560,1
104607,2017-560,1
201514,2017-560,1
201402,2017-560,1
201496,2017-560,1
105385,2017-560,1
203354,2017-560,1
103843,2017-560,1
202453,2017-560,1
245100,2017-580,7
103819,2017-580,7
104745,2017-580,6
206108,2017-580,6
200748,2017-580,6
201621,2017-580,6
104527,2017-580,5
105777,2017-580,5
201535,2017-580,5
105041,2017-580,5
200002,2017-580,5
111511,2017-580,4
201527,2017-580,4
201662,2017-580,4
105683,2017-580,4
212001,2017-580,4
202427,2017-580,4
104999,2017-580,4
105676,2017-580,4
202469,2017-580,4
245109,2017-580,4
103285,2017-580,4
201499,2017-580,4
126094,2017-580,4
215020,2017-580,4
122330,2017-580,4
124014,2017-580,4
104542,2017-580,4
126207,2017-580,4
104797,2017-580,3
106425,2017-580,3
103781,2017-580,3
201493,2017-580,3
105138,2017-580,3
205925,2017-580,3
104918,2017-580,3
201505,2017-580,3
201611,2017-580,3
106216,2017-580,3
206404,2017-580,3
104471,2017-580,3
105554,2017-580,3
205815,2017-580,3
105453,2017-580,3
124187,2017-580,3
201320,2017-580,3
104312,2017-580,3
104792,2017-580,3
201366,2017-580,3
104424,2017-580,3
106233,2017-580,3
201514,2017-580,3
104563,2017-580,3
105341,2017-580,3
211685,2017-580,3
202536,2017-580,3
106109,2017-580,3
202684,2017-580,3
104007,2017-580,2
201347,2017-580,2
201674,2017-580,2
104330,2017-580,2
202494,2017-580,2
105477,2017-580,2
202628,2017-580,2
206289,2017-580,2
106045,2017-580,2
105065,2017-580,2
105332,2017-580,2
201496,2017-580,2
202460,2017-580,2
103898,2017-580,2
103333,2017-580,2
211533,2017-580,2
201490,2017-580,2
203576,2017-580,2
105596,2017-580,2
201495,2017-580,2
105655,2017-580,2
106058,2017-580,2
211856,2017-580,2
106026,2017-580,2
202504,2017-580,2
104678,2017-580,2
105023,2017-580,2
105166,2017-580,2
104607,2017-580,2
106071,2017-580,2
134770,2017-580,2
201542,2017-580,2
202446,2017-580,2
202458,2017-580,2
104291,2017-580,2
104755,2017-580,2
105807,2017-580,2
202484,2017-580,2
201545,2017-580,2
104259,2017-580,2
104468,2017-580,2
203578,2017-580,2
104945,2017-580,2
201455,2017-580,2
201590,2017-580,2
201614,2017-580,2
200043,2017-580,2
105842,2017-580,2
201318,2017-580,2
100644,2017-580,2
105441,2017-580,2
103970,2017-580,2
201697,2017-580,2
104327,2017-580,2
202600,2017-580,2
117353,2017-580,2
203501,2017-580,2
211227,2017-580,2
105539,2017-580,2
245114,2017-580,1
202496,2017-580,1
106353,2017-580,1
215096,2017-580,1
211796,2017-580,1
201603,2017-580,1
111513,2017-580,1
104897,2017-580,1
201397,2017-580,1
104735,2017-580,1
201670,2017-580,1
106225,2017-580,1
211768,2017-580,1
106105,2017-580,1
104571,2017-580,1
105656,2017-580,1
104871,2017-580,1
104925,2017-580,1
126774,2017-580,1
201604,2017-580,1
104672,2017-580,1
105376,2017-580,1
105633,2017-580,1
211700,2017-580,1
205591,2017-580,1
104926,2017-580,1
111575,2017-580,1
213583,2017-580,1
201504,2017-580,1
103607,2017-580,1
106293,2017-580,1
201474,2017-580,1
202596,2017-580,1
105181,2017-580,1
214304,2017-580,1
202495,2017-580,1
201521,2017-580,1
104545,2017-580,1
201426,2017-580,1
105051,2017-580,1
105216,2017-580,1
211951,2017-580,1
201568,2017-580,1
201492,2017-580,1
104932,2017-580,1
106148,2017-580,1
106283,2017-580,1
105985,2017-580,1
201671,2017-580,1
201427,2017-580,1
105992,2017-580,1
201414,2017-580,1
203575,2017-580,1
104629,2017-580,1
202498,2017-580,1
201478,2017-580,1
201556,2017-580,1
203281,2017-580,1
105512,2017-580,1
201533,2017-580,1
105726,2017-580,1
204394,2017-580,1
105806,2017-580,1
104216,2017-580,1
201605,2017-580,1
202694,2017-580,1
201586,2017-580,1
206252,2017-580,1
105147,2017-580,1
104122,2017-580,1
201578,2017-580,1
104297,2017-580,1
201620,2017-580,1
206391,2017-580,1
201444,2017-580,1
105590,2017-580,1
105559,2017-580,1
105449,2017-580,1
105238,2017-580,1
214544,2017-580,1
106034,2017-580,1
204294,2017-580,1
104534,2017-580,1
106415,2017-580,1
111451,2017-580,1
201593,2017-580,1
104882,2017-580,1
111442,2017-580,1
103893,2017-580,1
211222,2017-580,1
106378,2017-580,1
200282,2017-580,1
202499,2017-580,1
201709,2017-580,1
105583,2017-580,1
105227,2017-580,1
202489,2017-580,1
111202,2017-580,1
201506,2017-580,1
104771,2017-580,1
206219,2017-580,1
106043,2017-580,1
213646,2017-580,1
104180,2017-580,1
206075,2017-580,1
106121,2017-580,1
105385,2017-580,1
117361,2017-580,1
106401,2017-580,1
201425,2017-580,1
105065,2017-6055,5
105434,2017-6055,5
105815,2017-6055,4
111581,2017-6055,3
126206,2017-6055,3
111578,2017-6055,3
105100,2017-6055,3
111582,2017-6055,3
106285,2017-6055,2
111790,2017-6055,2
106045,2017-6055,2
104233,2017-6055,2
105967,2017-6055,2
105510,2017-6055,2
106310,2017-6055,2
144707,2017-6055,1
126205,2017-6055,1
202171,2017-6055,1
105707,2017-6055,1
106290,2017-6055,1
105447,2017-6055,1
111815,2017-6055,1
124014,2017-6055,1
126108,2017-6055,1
105528,2017-6055,1
106216,2017-6055,1
106110,2017-6055,1
111153,2017-6055,1
106382,2017-6055,1
106281,2017-6055,1
126205,2017-6116,4
104545,2017-6116,4
106378,2017-6116,3
111460,2017-6116,3
105992,2017-6116,3
105065,2017-6116,2
111578,2017-6116,2
111153,2017-6116,2
105041,2017-6116,2
104180,2017-6116,2
111577,2017-6116,1
106058,2017-6116,1
106283,2017-6116,1
105454,2017-6116,1
104291,2017-6116,1
106261,2017-6116,1
105577,2017-6116,1
105357,2017-6116,1
105011,2017-6116,1
104534,2017-6116,1
105385,2017-6116,1
105376,2017-6116,1
105936,2017-6156,5
104897,2017-6156,4
105649,2017-6156,4
106252,2017-6156,4
105963,2017-6156,3
104198,2017-6156,3
105047,2017-6156,2
126536,2017-6156,2
105870,2017-6156,2
105085,2017-6156,2
126127,2017-6156,2
123893,2017-6156,2
123921,2017-6156,1
105590,2017-6156,1
106324,2017-6156,1
105413,2017-6156,1
144707,2017-6156,1
106203,2017-6156,1
105109,2017-6156,1
105821,2017-6156,1
106412,2017-6156,1
134770,2017-6156,1
104216,2017-6156,1
106214,2017-6156,1
105047,2017-6204,7
105109,2017-6204,5
132283,2017-6204,5
104970,2017-6204,3
106390,2017-6204,3
105732,2017-6204,3
105063,2017-6204,3
105906,2017-6204,3
104312,2017-6204,2
106214,2017-6204,2
206926,2017-6204,2
122548,2017-6204,2
105874,2017-6204,2
105634,2017-6204,2
126523,2017-6204,1
105587,2017-6204,1
131889,2017-6204,1
104932,2017-6204,1
124116,2017-6204,1
106362,2017-6204,1
106099,2017-6204,1
105778,2017-6204,1
109303,2017-6204,1
127760,2017-6204,1
104460,2017-6204,1
110754,2017-6204,1
104308,2017-6204,1
106234,2017-6239,5
105163,2017-6239,5
105173,2017-6239,5
105714,2017-6239,4
105376,2017-6239,4
111460,2017-6239,3
123921,2017-6239,3
126094,2017-6239,3
123920,2017-6239,2
125796,2017-6239,2
104660,2017-6239,2
106137,2017-6239,2
106362,2017-6239,2
106348,2017-6239,2
103898,2017-6239,1
105668,2017-6239,1
105678,2017-6239,1
105782,2017-6239,1
106281,2017-6239,1
104963,2017-6239,1
106156,2017-6239,1
105731,2017-6239,1
111512,2017-6239,1
106288,2017-6239,1
105909,2017-6239,1
104559,2017-6239,1
126185,2017-6239,1
105844,2017-6239,1
109303,2017-6239,1
106378,2017-6242,6
106000,2017-6242,5
105138,2017-6242,5
105916,2017-6242,4
105526,2017-6242,4
126203,2017-6242,3
106109,2017-6242,2
106432,2017-6242,2
104547,2017-6242,2
103898,2017-6242,2
104571,2017-6242,2
104297,2017-6242,2
104312,2017-6242,2
104122,2017-6242,2
105449,2017-6242,2
111202,2017-6242,2
126094,2017-6242,1
110536,2017-6242,1
106329,2017-6242,1
105385,2017-6242,1
105723,2017-6242,1
104229,2017-6242,1
127339,2017-6242,1
105583,2017-6242,1
103893,2017-6242,1
104545,2017-6242,1
105559,2017-6242,1
136440,2017-6242,1
105806,2017-6284,5
106266,2017-6284,5
133430,2017-6284,4
105572,2017-6284,3
200282,2017-6284,3
105668,2017-6284,3
105359,2017-6284,3
105877,2017-6284,3
103607,2017-6284,2
105815,2017-6284,2
104136,2017-6284,2
106283,2017-6284,2
106368,2017-6284,2
106232,2017-6284,2
105447,2017-6284,2
105302,2017-6284,1
105948,2017-6284,1
106181,2017-6284,1
105633,2017-6284,1
105441,2017-6284,1
105656,2017-6284,1
106293,2017-6284,1
105512,2017-6284,1
126125,2017-6284,1
105577,2017-6284,1
111511,2017-6284,1
105928,2017-6284,1
106228,2017-6284,1
105870,2017-6284,1
105671,2017-6307,5
105700,2017-6307,4
105952,2017-6307,4
123819,2017-6307,3
105911,2017-6307,3
104007,2017-6307,2
103926,2017-6307,2
105426,2017-6307,2
106164,2017-6307,2
105487,2017-6307,1
106174,2017-6307,1
105571,2017-6307,1
106095,2017-6307,1
105154,2017-6307,1
106211,2017-6307,1
106105,2017-6307,1
105413,2017-6307,1
105674,2017-6307,1
105180,2017-6307,1
105948,2017-6307,1
106292,2017-6307,1
106057,2017-6307,1
106203,2017-6307,1
200059,2017-6313,5
144696,2017-6313,4
104229,2017-6313,4
104771,2017-6313,3
105585,2017-6313,3
104897,2017-6313,3
105059,2017-6313,2
111451,2017-6313,2
105655,2017-6313,2
105339,2017-6313,2
105633,2017-6313,2
117357,2017-6313,2
200666,2017-6313,2
106342,2017-6313,2
105595,2017-6313,2
117353,2017-6313,1
110727,2017-6313,1
105842,2017-6313,1
126283,2017-6313,1
105692,2017-6313,1
105172,2017-6313,1
133684,2017-6313,1
105738,2017-6313,1
105147,2017-6313,1
106291,2017-6313,1
105810,2017-6313,1
126094,2017-6486,6
105379,2017-6486,5
105062,2017-6486,4
106045,2017-6486,3
104586,2017-6486,3
104235,2017-6486,3
104460,2017-6486,3
105065,2017-6486,2
111575,2017-6486,2
126205,2017-6486,2
106382,2017-6486,2
104871,2017-6486,2
111577,2017-6486,2
106368,2017-6486,2
104559,2017-6486,2
106075,2017-6486,1
105613,2017-6486,1
106216,2017-6486,1
126207,2017-6486,1
106432,2017-6486,1
104424,2017-6486,1
105376,2017-6486,1
105512,2017-6486,1
104735,2017-6486,1
105064,2017-6486,1
105041,2017-6486,1
105932,2017-6486,1
103794,2017-6486,1
202318,2017-6486,1
105430,2017-6486,1
104229,2017-6486,1
104398,2017-6490,5
105539,2017-6490,5
105657,2017-6490,4
104594,2017-6490,4
144750,2017-6490,3
105339,2017-6490,3
105041,2017-6490,2
104586,2017-6490,2
105357,2017-6490,2
104771,2017-6490,2
105507,2017-6490,2
127187,2017-6490,1
106396,2017-6490,1
105359,2017-6490,1
144726,2017-6490,1
104897,2017-6490,1
126845,2017-6490,1
105738,2017-6490,1
117361,2017-6490,1
105655,2017-6490,1
106291,2017-6490,1
122536,2017-6572,6
104386,2017-6572,5
111460,2017-6572,4
106420,2017-6572,3
200000,2017-6572,3
106214,2017-6572,3
105864,2017-6572,2
104667,2017-6572,2
105432,2017-6572,2
104882,2017-6572,2
105413,2017-6572,2
105842,2017-6572,2
111442,2017-6572,2
105070,2017-6572,1
105711,2017-6572,1
105091,2017-6572,1
105339,2017-6572,1
104559,2017-6572,1
111794,2017-6572,1
106225,2017-6572,1
106311,2017-6572,1
111190,2017-6572,1
120775,2017-6572,1
104920,2017-6572,1
138550,2017-6572,1
105359,2017-6572,1
105747,2017-6572,1
105341,2017-6572,1
106220,2017-6579,5
105589,2017-6579,5
105641,2017-6579,4
106075,2017-6579,4
105497,2017-6579,4
106044,2017-6579,3
106065,2017-6579,3
105413,2017-6579,2
105933,2017-6579,2
105487,2017-6579,2
106162,2017-6579,2
105671,2017-6579,2
105426,2017-6579,2
126634,2017-6579,1
106148,2017-6579,1
106032,2017-6579,1
144719,2017-6579,1
106252,2017-6579,1
106426,2017-6579,1
126183,2017-6579,1
106398,2017-6579,1
105156,2017-6579,1
123755,2017-6579,1
103926,2017-6579,1
126190,2017-6579,1
106120,2017-6579,1
106228,2017-6579,1
105649,2017-6590,5
126535,2017-6590,4
126634,2017-6590,3
104494,2017-6590,3
106390,2017-6590,3
109739,2017-6590,3
105586,2017-6590,2
124186,2017-6590,2
106220,2017-6590,2
134770,2017-6590,2
105882,2017-6590,2
109303,2017-6590,2
106216,2017-6590,2
105596,2017-6590,1
105438,2017-6590,1
104890,2017-6590,1
111163,2017-6590,1
106148,2017-6590,1
133945,2017-6590,1
105534,2017-6590,1
106065,2017-6590,1
105508,2017-6590,1
122471,2017-6590,1
133946,2017-6590,1
105821,2017-6590,1
126952,2017-6626,7
105216,2017-6626,5
105454,2017-6626,5
106425,2017-6626,5
105026,2017-6626,4
105147,2017-6626,3
126135,2017-6626,2
144682,2017-6626,2
105810,2017-6626,2
105585,2017-6626,2
105641,2017-6626,2
106109,2017-6626,2
106225,2017-6626,2
106348,2017-6626,1
105074,2017-6626,1
106311,2017-6626,1
105787,2017-6626,1
201982,2017-6626,1
133149,2017-6626,1
105059,2017-6626,1
106291,2017-6626,1
117360,2017-6626,1
105842,2017-6626,1
104810,2017-6626,1
104499,2017-6626,1
104424,2017-6626,1
104882,2017-6626,1
111202,2017-6708,5
106121,2017-6708,4
105967,2017-6708,3
105059,2017-6708,3
111815,2017-6708,3
111581,2017-6708,2
104810,2017-6708,2
105512,2017-6708,2
106283,2017-6708,2
105933,2017-6708,2
134472,2017-6708,2
105815,2017-6708,2
104424,2017-6708,1
105001,2017-6708,1
105654,2017-6708,1
110749,2017-6708,1
104604,2017-6708,1
104907,2017-6708,1
105585,2017-6708,1
106064,2017-6708,1
105572,2017-6708,1
105614,2017-6708,1
111456,2017-6708,1
138550,2017-6708,1
126205,2017-6708,1
111187,2017-6708,1
106000,2017-6757,5
123921,2017-6757,4
105132,2017-6757,3
106288,2017-6757,3
105967,2017-6757,3
134868,2017-6757,2
144895,2017-6757,2
106033,2017-6757,2
134770,2017-6757,2
105155,2017-6757,2
124186,2017-6757,2
105974,2017-6757,2
105641,2017-6757,2
123920,2017-6757,2
105593,2017-6757,1
104604,2017-6757,1
105872,2017-6757,1
134794,2017-6757,1
105559,2017-6757,1
105245,2017-6757,1
106005,2017-6757,1
144707,2017-6757,1
134792,2017-6757,1
104924,2017-6757,1
106329,2017-6757,1
105497,2017-6757,1
200000,2017-6757,1
105965,2017-6757,1
103565,2017-6757,1
126127,2017-6757,1
104660,2017-6787,5
126610,2017-6787,4
105015,2017-6787,4
105874,2017-6787,3
126774,2017-6787,3
105060,2017-6787,3
105936,2017-6787,2
124079,2017-6787,2
125802,2017-6787,2
105843,2017-6787,2
106348,2017-6787,2
103938,2017-6787,1
104882,2017-6787,1
105751,2017-6787,1
133766,2017-6787,1
104629,2017-6787,1
104813,2017-6787,1
105421,2017-6787,1
104563,2017-6787,1
123812,2017-6787,1
126222,2017-6787,1
126523,2017-6787,1
202088,2017-6787,1
105155,2017-6795,5
106105,2017-6795,4
106120,2017-6795,3
126663,2017-6795,3
106324,2017-6795,3
126128,2017-6795,3
104735,2017-6795,2
106198,2017-6795,2
106377,2017-6795,2
105827,2017-6795,2
106214,2017-6795,2
105514,2017-6795,2
106006,2017-6795,1
105649,2017-6795,1
105661,2017-6795,1
111508,2017-6795,1
116985,2017-6795,1
104586,2017-6795,1
103990,2017-6795,1
105632,2017-6795,1
105586,2017-6795,1
105246,2017-6795,1
105133,2017-6795,1
105111,2017-6795,1
104978,2017-6795,1
106120,2017-6809,5
104890,2017-6809,4
105109,2017-6809,3
105747,2017-6809,3
105436,2017-6809,3
200095,2017-6809,3
106324,2017-6809,2
106293,2017-6809,2
104873,2017-6809,2
106053,2017-6809,2
111508,2017-6809,2
105514,2017-6809,2
105924,2017-6809,2
104252,2017-6809,2
104007,2017-6809,2
106214,2017-6809,1
104327,2017-6809,1
126523,2017-6809,1
105731,2017-6809,1
105678,2017-6809,1
105998,2017-6809,1
105612,2017-6809,1
105438,2017-6809,1
200687,2017-6809,1
200247,2017-6809,1
104593,2017-6809,1
105243,2017-6809,1
110754,2017-6809,1
105172,2017-6809,1
111200,2017-6857,5
106005,2017-6857,5
126125,2017-6857,4
125802,2017-6857,4
105726,2017-6857,4
120424,2017-6857,4
110468,2017-6857,3
105163,2017-6857,3
104563,2017-6857,3
105376,2017-6857,2
106072,2017-6857,2
105323,2017-6857,2
105593,2017-6857,1
105882,2017-6857,1
144645,2017-6857,1
104735,2017-6857,1
145001,2017-6857,1
122330,2017-6857,1
105634,2017-6857,1
126512,2017-6857,1
134472,2017-6857,1
105415,2017-6857,1
144656,2017-6857,1
106186,2017-6865,8
106109,2017-6865,4
111192,2017-6865,3
105051,2017-6865,3
105974,2017-6865,3
200465,2017-6865,3
106254,2017-6865,2
124049,2017-6865,2
105965,2017-6865,2
111360,2017-6865,2
111451,2017-6865,2
111511,2017-6865,2
105960,2017-6865,2
105512,2017-6865,2
126573,2017-6865,1
105454,2017-6865,1
106397,2017-6865,1
106302,2017-6865,1
110751,2017-6865,1
200039,2017-6865,1
105429,2017-6865,1
206734,2017-6865,1
111442,2017-6865,1
111156,2017-6865,1
106225,2017-6865,1
106331,2017-6865,1
111446,2017-6865,1
105381,2017-6865,1
122638,2017-6911,6
105590,2017-6911,5
111795,2017-6911,3
105806,2017-6911,3
126504,2017-6911,2
131934,2017-6911,2
121816,2017-6911,2
106005,2017-6911,2
144645,2017-6911,2
105015,2017-6911,2
105634,2017-6911,2
105874,2017-6911,1
200462,2017-6911,1
105369,2017-6911,1
109640,2017-6911,1
104707,2017-6911,1
106348,2017-6911,1
105060,2017-6911,1
104997,2017-6911,1
105575,2017-6911,1
132283,2017-6911,1
126464,2017-6911,1
106233,2017-6932,5
105807,2017-6932,4
106044,2017-6932,4
105077,2017-6932,3
106148,2017-6932,3
105963,2017-6932,3
134770,2017-6932,3
106329,2017-6932,2
103607,2017-6932,2
106065,2017-6932,2
105238,2017-6932,2
106043,2017-6932,2
106105,2017-6932,1
106121,2017-6932,1
105643,2017-6932,1
104547,2017-6932,1
104926,2017-6932,1
105064,2017-6932,1
105819,2017-6932,1
105583,2017-6932,1
122330,2017-6963,5
111797,2017-6963,4
105572,2017-6963,3
105111,2017-6963,3
105271,2017-6963,3
105679,2017-6963,3
105302,2017-6963,3
120798,2017-6963,2
105877,2017-6963,2
123755,2017-6963,2
105826,2017-6963,2
105688,2017-6963,2
105398,2017-6963,1
106382,2017-6963,1
104559,2017-6963,1
105948,2017-6963,1
105791,2017-6963,1
106031,2017-6963,1
144642,2017-6963,1
105515,2017-6963,1
111790,2017-6963,1
105497,2017-6963,1
105238,2017-6967,4
111190,2017-6967,4
105676,2017-6967,4
105967,2017-6967,3
106000,2017-6967,3
105041,2017-6967,3
105051,2017-6967,2
144750,2017-6967,2
104534,2017-6967,2
105385,2017-6967,2
105657,2017-6967,1
105539,2017-6967,1
104660,2017-6967,1
104327,2017-6967,1
126845,2017-6967,1
111797,2017-6967,1
105655,2017-6967,1
117360,2017-6967,1
104871,2017-6967,1
100644,2017-6967,1
105216,2017-7004,5
104882,2017-7004,4
128034,2017-7004,4
105015,2017-7004,4
126128,2017-7004,3
106026,2017-7004,3
104563,2017-7004,3
106167,2017-7004,2
105341,2017-7004,2
117353,2017-7004,2
105678,2017-7004,2
109739,2017-7004,2
126610,2017-7004,2
134120,2017-7004,2
105539,2017-7004,2
106311,2017-7004,2
106234,2017-7004,1
105464,2017-7004,1
105934,2017-7004,1
106331,2017-7004,1
110748,2017-7004,1
104594,2017-7004,1
105596,2017-7004,1
104873,2017-7004,1
105590,2017-7004,1
126504,2017-7004,1
105810,2017-7004,1
132283,2017-7004,1
106330,2017-7004,1
105339,2017-7004,1
126207,2017-7009,5
104871,2017-7009,4
124187,2017-7009,3
105155,2017-7009,3
111506,2017-7009,3
144707,2017-7009,3
200611,2017-7009,3
105120,2017-7009,3
105678,2017-7009,2
103898,2017-7009,2
106216,2017-7009,2
111460,2017-7009,2
104291,2017-7009,2
105160,2017-7009,2
144788,2017-7009,2
123785,2017-7009,2
126156,2017-7009,1
103781,2017-7009,1
105613,2017-7009,1
126094,2017-7009,1
105118,2017-7009,1
104297,2017-7009,1
111200,2017-7009,1
105399,2017-7009,1
105714,2017-7009,1
104390,2017-7009,1
104586,2017-7009,1
106281,2017-7011,5
105341,2017-7011,5
128034,2017-7011,4
104559,2017-7011,4
